budget,year,revenue,vote_average,title,runtime
0,2002,0,6.8,Nicholas Nickleby,132
10000000,2002,598645,4.8,Swept Away,89
9000000,2002,4777465,6.5,Igby Goes Down,97
9000000,2002,0,7,All or Nothing,128
5000000,2002,82719885,7.1,28 Days Later,113
8000000,2002,27362712,7,Brown Sugar,109
8000000,2002,16856124,6.1,The Good Girl,93
8000000,2002,0,6.9,8 Women,111
6500000,2002,12633747,6.8,Narc,105
7500000,2002,4245870,4.5,Men with Brooms,102
0,2002,0,6.8,Rabbit-Proof Fence,94
7000000,2002,2062066,6.1,Auto Focus,104
3500000,2002,0,6.2,Gerry,103
7000000,2002,0,7.7,The Heart of Me,96
5000000,2002,38275483,5.9,National Lampoonƒ??s Van Wilder,92
0,2002,0,7.2,Morvern Callar,97
5300000,2002,3897799,7,The Spanish Apartment,122
3500159,2002,76578641,6.2,Bend It Like Beckham,112
0,2002,0,6,Sunshine State,141
0,2002,792,7.1,Irreversible,97
5000000,2002,64282312,6.1,Jackass: The Movie,87
5000000,2002,368744044,6.2,My Big Fat Greek Wedding,95
15000000,2002,13060843,7.2,25th Hour,135
2000000,2002,0,6.6,Spun,101
0,2002,0,7.7,Lilya 4-ever,109
4000000,2002,0,6.3,The Rules of Attraction,110
4000000,2002,9304609,6.7,Secretary,104
0,2002,0,6.5,Poolhall Junkies,99
4000000,2002,146402,7.1,Mondays in the Sun,113
3300000,2002,30641770,8.1,City of God,130
4000000,2002,35564473,7.3,Bowling for Columbine,120
3000000,2002,19184015,5,Martin Lawrence Live: Runteldat,113
0,2002,0,5.8,Real Women Have Curves,86
2000000,2002,2506446,4.8,Full Frontal,96
14000000,2002,0,5.6,Highway,97
1800000,2002,0,6.2,The Crime of Padre Amaro,118
500000,2002,150277,6.3,May,93
0,2002,0,6.4,Stolen Summer,91
0,2002,0,5,Sex With Strangers,0
1596010,2002,0,6.9,Dracula: Pages from a Virgin's Diary,75
1000000,2002,0,6.7,Bubba Ho-tep,92
1000000,2002,464000,6.7,Blue Car,92
0,2002,0,8,The Jimmy Show,96
0,2002,0,5.2,Time Changer,95
800000,2002,2816116,7.8,Raising Victor Vargas,88
500000,2002,0,5.6,Interview with the Assassin,88
0,2002,0,7.5,The Singles Ward,102
0,2002,0,4,Never Again,98
0,2002,0,6.2,The Slaughter Rule,112
0,2002,773228,7.2,Bloody Sunday,107
0,2002,0,0,Fabled,84
0,2002,0,6.5,Better Luck Tomorrow,101
200000,2002,0,8,The Business of Fancydancing,103
150000,2002,2891288,5.5,Tadpole,78
0,2002,76901,6.3,Funny Ha Ha,85
0,2002,0,5.5,Manito,78
200000000,2003,435000000,5.9,Terminator 3: Rise of the Machines,109
150000000,2003,424988211,6.4,The Matrix Revolutions,129
150000000,2003,738599701,6.7,The Matrix Reloaded,138
140000000,2003,456758981,7.3,The Last Samurai,154
137000000,2003,245360480,5.3,Hulk,138
150000000,2003,212011111,6.9,Master and Commander: The Far Side of the World,138
130000000,2003,273339556,6.3,Bad Boys II,147
140000000,2003,655011224,7.5,Pirates of the Caribbean: The Curse of the Black Pearl,143
110000000,2003,407711549,6.8,X2,133
120000000,2003,259175788,5.2,Charlie's Angels: Full Throttle,106
0,2003,0,4.9,The Cat in the Hat,82
94000000,2003,940335536,7.6,Finding Nemo,100
94000000,2003,1118888979,8.1,The Lord of the Rings: The Return of the King,201
90000000,2003,182290266,5.2,The Haunted Mansion,99
95000000,2003,156505388,5.5,Lara Croft Tomb Raider: The Cradle of Life,117
87000000,2003,148336445,6.7,Seabiscuit,141
85000000,2003,80916492,6.4,The Rundown,104
60000000,2003,74208267,5.4,The Core,136
80000000,2003,484572835,6.4,Bruce Almighty,101
80000000,2003,266728738,6.3,Something's Gotta Give,128
79000000,2003,173013509,6.7,Cold Mountain,154
80000000,2003,68514844,5.6,Looney Tunes: Back in Action,90
80000000,2003,19480739,5.4,Timeline,116
76000000,2003,236350661,6.2,2 Fast 2 Furious,107
78000000,2003,179265204,5.7,The League of Extraordinary Gentlemen,110
70000000,2003,85632458,6.4,Tears of the Sun,121
75000000,2003,51142659,5,Hollywood Homicide,116
80000000,2003,116643346,5.8,S.W.A.T.,117
70000000,2003,122919055,7.6,Big Fish,125
68000000,2003,75715436,5.3,Dreamcatcher,136
65000000,2003,0,6.5,Mona Lisa Smile,117
60000000,2003,164433867,5.6,Daddy Day Care,92
60000000,2003,176070171,6.6,The Italian Job,110
0,2003,0,4.3,Kangaroo Jack,89
60000000,2003,96269812,5.9,Paycheck,119
60000000,2003,119940815,5.8,Intolerable Cruelty,100
60000000,2003,26288320,6.6,Sinbad: Legend of the Seven Seas,86
35000000,2003,0,6.7,Beyond Borders,127
55000000,2003,231449203,6,American Wedding,103
30000000,2003,180949000,7.7,Kill Bill: Vol. 1,111
55000000,2003,34234008,6,The Hunted,94
55000000,2003,33828318,5.1,Stuck on You,118
56000000,2003,12923936,6.1,Gods and Generals,214
54000000,2003,7266209,3.5,Gigli,121
52000000,2003,0,5.1,Bulletproof Monk,104
50000000,2003,177371441,6.3,How to Lose a Guy in 10 Days,116
50000000,2003,88323487,6,Shanghai Knights,115
50000000,2003,55495563,6.1,Out of Time,105
50000000,2003,42792561,6.2,Basic,98
50000000,2003,38955598,7.3,The Life of David Gale,130
48000000,2003,220673217,5.8,Scary Movie 3,84
40000000,2003,244931766,7,Love Actually,135
40000000,2003,160583018,6,Johnny English,88
41000000,2003,0,5.3,The Medallion,88
38000000,2003,197011982,4.7,Spy Kids 3-D: Game Over,84
40000000,2003,190212113,6,Cheaper by the Dozen,98
40000000,2003,141591324,5.8,Gothika,98
40000000,2003,19322135,5.9,Duplex,89
36000000,2003,44350926,5.8,A Man Apart,109
0,2003,0,5.3,Head of State,95
32000000,2003,52277485,6.8,Radio,109
35000000,2003,11560806,4.8,The Order,102
32000000,2003,173398518,6.4,Elf,97
25000000,2003,156822020,7.6,Mystic River,138
0,2003,0,6.9,Secondhand Lions,111
19000000,2003,39267515,4.1,Dumb and Dumberer: When Harry Met Lloyd,85
30000000,2003,15368897,5,Alex & Emma,96
0,2003,0,6,The Good Thief,108
29000000,2003,98185582,6.2,Once Upon a Time in Mexico,102
30000000,2003,90259536,7.1,Identity,90
0,2003,0,5.9,The Statement,120
26000000,2003,110230332,6,Freaky Friday,97
22000000,2003,68296293,7,Open Range,139
26000000,2003,90426405,5.9,Final Destination 2,90
30000000,2003,114908830,5.8,Freddy vs. Jason,97
45000000,2003,124914842,5.1,"Legally Blonde 2: Red, White & Blonde",95
28000000,2003,58795814,5,Agent Cody Banks,102
0,2003,0,5.6,Rugrats Go Wild,84
0,2003,0,5.8,What a Girl Wants,105
17000000,2003,63102666,5.5,Jeepers Creepers 2,104
25000000,2003,56489558,5.8,Cradle 2 the Grave,101
24000000,2003,87055349,6.6,Old School,91
22000000,2003,95708457,6.6,Underworld,121
20000000,2003,132675402,5.4,Bringing Down the House,105
35000000,2003,131282949,6.7,School of Rock,108
20000000,2003,0,6.7,Holes,117
20000000,2003,135680000,5.6,The Jungle Book 2,72
20000000,2003,60427839,7.2,21 Grams,124
20000000,2003,17432163,5.3,A Guy Thing,101
22000000,2003,0,5.8,Willard,100
0,2003,0,5.7,Bon voyage,114
20000000,2003,1675706,3.3,Marci X,84
18000000,2003,101564935,5.3,Just Married,95
23000000,2003,76488889,6.5,Bad Santa,91
0,2003,0,6.4,Under the Tuscan Sun,113
18000000,2003,62646763,6,Honey,94
0,2003,0,6.2,Anything Else,108
17000000,2003,0,4.7,Good Boy!,87
0,2003,0,5.1,Dickie Roberts: Former Child Star,98
17000000,2003,1569918,6.8,Veronica Guerin,98
16500000,2003,16942795,7,House of Sand and Fog,126
0,2003,0,5.7,How to Deal,99
17000000,2003,55534455,5.7,The Lizzie McGuire Movie,94
0,2003,0,4.7,Malibu's Most Wanted,86
0,2003,0,6.4,Confidence,97
0,2003,0,7.4,The Return,105
14000000,2003,0,4.4,My Boss's Daughter,83
0,2003,31466789,6.4,Girl with a Pearl Earring,101
12000000,2003,4922166,3,From Justin to Kelly,90
12000000,2003,23,4.6,In the Cut,119
10000000,2003,4069090,8.2,The Visual Bible: The Gospel of John,125
12600000,2003,28650575,6,Wrong Turn,84
0,2003,0,6.8,Owning Mahowny,104
0,2003,6126237,6.3,Chasing Papi,80
8000000,2003,0,6.6,Silmido,135
0,2003,0,5.9,The Singing Detective,109
7800000,2003,22441323,6.4,Swimming Pool,102
0,2003,0,5.2,Masked and Anonymous,112
7500000,2003,0,6.2,Code 46,92
0,2003,0,4.9,Darkness Falls,86
7000000,2003,16829545,6,House of 1000 Corpses,89
6800000,2003,0,6.1,Shade,101
0,2003,0,5.8,"Remember Me, My Love",125
4800000,2003,79384880,7.4,"Good bye, Lenin!",121
6000000,2003,18750246,6.6,A Mighty Wind,91
6000000,2003,2944752,6.6,Shattered Glass,94
0,2003,0,5.7,The Flower of Evil,104
6000000,2003,0,6.8,11:14,86
4361898,2003,3031801,5.6,Mambo Italiano,92
5000000,2003,2466444,6.2,Wonderland,104
8000000,2003,60378584,7,Monster,110
8000000,2003,3432342,6.7,The Barbarian Invasions,99
5000000,2003,742898,5.9,Party Monster,98
8000000,2003,41400000,7.1,Whale Rider,101
4000000,2003,119723856,7.3,Lost in Translation,102
32000000,2003,0,6.7,The Cooler,101
0,2003,0,3.3,The Real Cancun,96
0,2003,0,5.8,Nothing,90
0,2003,0,6.1,DysFunktional Family,89
3000000,2003,14980005,8,Oldboy,120
0,2003,0,6.6,High Tension,91
0,2003,0,6.9,Evil Words,100
0,2003,9726954,7.2,My Life Without Me,106
8000000,2003,1477676,7.3,The Triplets of Belleville,80
0,2003,6003587,7.1,American Splendor,101
2000000,2003,4601043,6.7,Thirteen,100
0,2003,13885802,7.6,Touching the Void,106
2000000,2003,1672730,5,"The Book of Mormon Movie, Volume 1: The Journey",120
0,2003,0,6.7,Northfork,103
0,2003,0,6.8,Travellers and Magicians,108
0,2003,0,6.5,I Love Your Work,111
1000000,2003,0,5.9,The Hebrew Hammer,85
0,2003,0,0,Down & Out With The Dolls,88
0,2003,0,6,Grand Theft Parsons,88
0,2003,0,5.9,All the Real Girls,108
1000000,2003,0,5.6,The Battle of Shaker Heights,79
850000,2003,819939,6.7,Latter Days,107
800000,2003,62852,7.3,The Mudge Boy,94
780000,2003,0,6.6,Saints and Soldiers,90
500000,2003,8679814,7.4,The Station Agent,88
46000,2003,0,6.3,Osama,83
0,2003,0,4.8,The R.M.,101
0,2003,0,5.3,Civil Brand,95
0,2003,0,1,Gory Gory Hallelujah,0
218,2003,1162014,7.5,Tarnation,91
300000,2003,7808524,8,Tupac: Resurrection,112
300000,2003,0,6.4,Pieces of April,81
0,2003,0,0,The Work and The Story,70
0,2003,0,6.8,Flywheel,120
200000000,2004,783766341,6.7,Spider-Man 2,127
165000000,2004,305875730,6.4,The Polar Express,100
155000000,2004,167298192,5.6,Alexander,175
175000000,2004,497409852,6.9,Troy,163
130000000,2004,789804554,7.7,Harry Potter and the Prisoner of Azkaban,141
125000000,2004,544272402,6.2,The Day After Tomorrow,124
105000000,2004,115772733,6.3,The Chronicles of Riddick,119
110000000,2004,362744280,6.4,Ocean's Twelve,125
116000000,2004,102000000,7,The Aviator,170
110000000,2004,103951461,5.7,Home on the Range,76
110000000,2004,72178895,5.7,Around the World in 80 Days,120
120000000,2004,347234916,6.7,"I, Robot",115
100000000,2004,347451894,6.4,National Treasure,131
100000000,2004,82102379,4.2,Catwoman,104
90000000,2004,102000000,5.4,The Stepford Wives,93
145000000,2004,25819961,5.8,The Alamo,137
92000000,2004,631442092,7.4,The Incredibles,115
75000000,2004,288500217,7.2,The Bourne Supremacy,108
80000000,2004,96105964,6.2,The Manchurian Candidate,129
100000000,2004,108103450,6.5,Hidalgo,136
75000000,2004,196482882,6.6,50 First Dates,99
80000000,2004,78000586,4.7,Exorcist: The Beginning,114
60000000,2004,219417255,7,The Terminal,128
75000000,2004,367275019,5.8,Shark Tale,90
80000000,2004,55041367,5.8,Spanglish,130
45000000,2004,21009180,5.7,Flight of the Phoenix,113
74500000,2004,62172050,6.9,Two Brothers,109
60000000,2004,256697520,6.2,The Village,108
150000000,2004,919838758,6.7,Shrek 2,93
70000000,2004,171183863,5.5,AVP: Alien vs. Predator,101
70000000,2004,57958696,5.7,Sky Captain and the World of Tomorrow,107
65000000,2004,128905366,5.7,Blade: Trinity,123
80000000,2004,516642939,6.1,Meet the Fockers,115
65000000,2004,217764291,7,Collateral,120
60000000,2004,74541707,6.2,Ladder 49,115
70000000,2004,130293714,7.3,Man on Fire,146
60000000,2004,170268750,5.6,Starsky & Hutch,101
66000000,2004,99318987,6.5,Hellboy,122
60000000,2004,61347797,6,After the Sunset,97
56000000,2004,57223890,6,Walking Tall,86
30000000,2004,152159461,7.6,Kill Bill: Vol. 2,136
70000000,2004,154648887,7,The Phantom of the Opera,143
57000000,2004,28283637,4.2,Thunderbirds,95
47000000,2004,0,7.1,A Very Long Engagement,133
50000000,2004,200804534,5.2,Garfield,80
60000000,2004,0,5.2,Christmas with the Kranks,99
45000000,2004,129394835,6.1,Resident Evil: Apocalypse,94
50000000,2004,40203020,6.1,Bridget Jones: The Edge of Reason,108
50000000,2004,49718611,5.9,Raising Helen,119
50000000,2004,34808403,7.1,The Life Aquatic with Steve Zissou,119
50000000,2004,6808550,5,The Big Bounce,88
40000000,2004,95149435,6,The Princess Diaries 2: Royal Engagement,113
0,2004,0,4.3,Fat Albert,93
25000000,2004,56422687,6.1,Cellular,94
42000000,2004,171963386,5.8,Along Came Polly,90
40000000,2004,124731534,7.2,Ray,152
50000000,2004,170128460,5.9,Shall We Dance?,107
40000000,2004,92913171,6.4,Secret Window,96
40000000,2004,46546197,4.7,Torque,84
0,2004,0,5.5,New York Minute,91
60000000,2004,13395939,5.6,Alfie,103
0,2004,0,5.9,The Last Shot,90
39000000,2004,6614280,4.5,Against the Ropes,106
0,2004,0,6,The Ladykillers,104
27000000,2004,115505027,6.7,Closer,104
35000000,2004,36098382,5.8,Jersey Girl,102
31000000,2004,27388767,5.9,Ella Enchanted,96
31000000,2004,41512007,6,Wimbledon,98
33000000,2004,54700105,6.1,The Punisher,124
28000000,2004,30016165,5.6,Laws of Attraction,90
32000000,2004,0,5,George and the Dragon,93
20000000,2004,167722310,6.2,DodgeBall: A True Underdog Story,92
30000000,2004,140161792,6.7,The SpongeBob SquarePants Movie,87
30000000,2004,216763646,7.7,Million Dollar Baby,132
29000000,2004,115603229,7.7,The Notebook,123
19000000,2004,69631118,5.3,Without a Paddle,95
37000000,2004,96455697,6.3,13 Going on 30,98
0,2004,0,5.9,The Prince & Me,111
35000000,2004,22034832,5.2,Little Black Book,111
30000000,2004,21800302,5,Mr. 3000,104
40000000,2004,26155781,5.5,The Whole Ten Yards,98
30000000,2004,13001257,6.7,Wicker Park,114
25000000,2004,30114487,4.7,Godsend,102
23000000,2004,12,6.1,Chasing Liberty,111
0,2004,0,6.7,The Merchant of Venice,138
12000000,2004,24829644,4.9,Seed of Chucky,87
28000000,2004,64445708,7,Miracle,135
28000000,2004,102356381,6.8,Dawn of the Dead,101
27000000,2004,13000000,5.5,Suspect Zero,99
27000000,2004,21148829,6.3,Mindhunters,106
0,2004,0,5.9,In Good Company,109
26000000,2004,28818995,5.2,Agent Cody Banks 2: Destination London,100
30000000,2004,14000000,4.8,Welcome to Mooseport,110
30000000,2004,611899420,6.9,The Passion of the Christ,127
0,2004,181466833,5.4,Scooby-Doo 2: Monsters Unleashed,93
25000000,2004,116766556,7.2,Finding Neverland,106
26000000,2004,90574188,6.7,Anchorman: The Legend of Ron Burgundy,94
20000000,2004,70992898,4.9,Anacondas: The Hunt for the Blood Orchid,97
25000000,2004,20796847,6.5,EuroTrip,93
25000000,2004,30411183,6.3,The Girl Next Door,108
17000000,2004,16980098,5.5,Win a Date with Tad Hamilton!,95
23000000,2004,0,6.5,Beyond the Sea,118
0,2004,0,5.4,The Bridge of San Luis Rey,120
24000000,2004,234710455,8.2,Howl's Moving Castle,119
23000000,2004,16123851,5.5,Vanity Fair,141
22000000,2004,0,6.2,I Heart Huckabees,106
0,2004,0,5.9,The Libertine,114
37000000,2004,113086475,6.3,White Chicks,109
32000000,2004,50907422,6.6,Team America: World Police,98
20000000,2004,72258126,7.9,Eternal Sunshine of the Spotless Mind,108
20000000,2004,100914445,7.2,Kung Fu Hustle,99
20000000,2004,16605763,5.8,Paparazzi,84
40000000,2004,0,4.8,Envy,99
0,2004,9109322,1.9,Superbabies: Baby Geniuses 2,88
20000000,2004,11341016,6.4,Connie and Carla,98
20000000,2004,0,5.9,Birth,100
20000000,2004,0,6.4,Steamboy,126
19000000,2004,70067909,6.1,A Cinderella Story,95
18000000,2004,65070412,5.6,Barbershop 2:  Back in Business,106
17000000,2004,129042871,6.9,Mean Girls,97
18000000,2004,16702864,4.9,Catch That Kid,92
0,2004,0,6.4,Being Julia,104
17500000,2004,38000000,7.5,Hotel Rwanda,121
16000000,2004,109502303,6.9,Sideways,126
0,2004,0,5.5,Bobby Jones: Stroke of Genius,120
16000000,2004,12,4.6,The Cookout,97
16000000,2004,14822346,4.7,Soul Plane,86
15000000,2004,29331068,5.1,Confessions of a Teenage Drama Queen,89
20000000,2004,0,6.3,De-Lovely,125
15000000,2004,14867514,6,Raise Your Voice,103
12000000,2004,9584131,6.5,District B13,84
18339750,2004,92180910,7.7,Downfall,156
12806000,2004,38535221,7.2,The Sea Inside,125
13000000,2004,96060858,7.3,The Butterfly Effect,113
0,2004,15,7.4,Tae Guk Gi: The Brotherhood of War,140
12000000,2004,31179516,4.7,Johnson Family Vacation,97
0,2004,51,4.3,My Baby's Daddy,86
0,2004,92863945,7.1,House of Flying Daggers,119
12000000,2004,19271312,6.9,2046,129
0,2004,0,6.6,Kinsey,118
11000000,2004,0,6.8,Vera Drake,125
0,2004,0,6.8,The Blue Butterfly,97
10000000,2004,183474602,5.8,The Grudge,92
0,2004,0,5.3,Sleepover,89
10000000,2004,0,5.5,Teacher's Pet,74
6500000,2004,98410061,7.2,Crash,112
10000000,2004,0,5.5,The Brown Bunny,93
10000000,2004,0,6.3,Imaginary Heroes,111
0,2004,0,6.4,Eulogy,91
9000000,2004,23936908,6.6,Harold & Kumar Go to White Castle,88
0,2004,0,5.8,Breakin' All the Rules,85
8800000,2004,0,5.9,The I Inside,90
8500000,2004,5001655,5.1,Club Dread,104
0,2004,0,4.8,You Got Served,95
7500000,2004,3347647,6.1,The Work and the Glory,110
7000000,2004,0,6.5,Bride & Prejudice,111
7000000,2004,29385320,7.4,Veer-Zaara,192
6500000,2004,11850214,7,Layer Cake,105
6500000,2004,1548955,6.8,A Home at the End of the World,96
6000000,2004,119114517,6.8,Fahrenheit 9/11,122
0,2004,0,7.5,The Chorus,96
0,2004,0,7.3,Saint Ralph,95
4000000,2004,30039392,7.5,Shaun of the Dead,99
0,2004,0,6.3,Saved!,92
5000000,2004,8203235,7.3,The Machinist,101
5000000,2004,0,4.7,Decoys,95
0,2004,0,3.8,Fascination,95
0,2004,0,7,Dear Frankie,105
4200000,2004,32000000,6.3,Night Watch,114
0,2004,10000000,5.8,What the #$*! Do We (K)now!?,109
3500000,2004,0,5.6,D.E.B.S.,91
0,2004,0,6.9,Maria Full of Grace,101
3000000,2004,6804016,5,Woman Thou Art Loosed,94
0,2004,0,3.7,Brave New Girl,120
2700000,2004,0,6.7,Summer Storm,98
2600000,2004,3166000,7.6,Riding Giants,105
2500000,2004,26781723,7.1,Garden State,102
0,2004,0,6.8,Saving Face,91
2700000,2004,15992615,7.6,Before Sunset,80
2000000,2004,120620,7.1,It's All Gone Pete Tong,90
0,2004,0,6.9,Freeze Frame,99
0,2004,0,6,My Summer of Love,86
1400000,2004,0,6.8,The Holy Girl,106
1,2004,0,5.9,Incident at Loch Ness,94
1200000,2004,103911669,7.2,Saw,103
0,2004,0,7.2,Dead Man's Shoes,90
0,2004,0,2.8,Guiana 1838,120
0,2004,0,5.5,Proud,87
0,2004,0,7.8,Live-In Maid,83
130000,2004,54667954,5.4,Open Water,79
500000,2004,603943,6.9,Mean Creek,90
0,2004,0,6.9,As It Is in Heaven,132
400000,2004,46118097,6.7,Napoleon Dynamite,95
0,2004,0,5.6,Show Me,97
0,2004,0,4.9,November,73
0,2004,0,5.9,On the Outs,86
0,2004,0,0,Short Cut to Nirvana: Kumbh Mela,85
450000,2004,0,4.9,Malevolence,90
0,2004,0,7.7,The Case of the Grinning Cat,59
0,2004,0,4.6,Samantha: An American Girl Holiday,86
65000,2004,28575078,6.6,Super Size Me,100
0,2004,0,6.7,Clean,111
0,2004,0,6,On The Downlow,90
7000,2004,424760,6.9,Primer,77
207000000,2005,550000000,6.6,King Kong,187
180000000,2005,748806957,6.7,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",143
150000000,2005,895921036,7.5,Harry Potter and the Goblet of Fire,157
150000000,2005,474968763,6.7,Charlie and the Chocolate Factory,115
150000000,2005,374218673,7.5,Batman Begins,140
100000000,2005,202026112,5.9,Fun with Dick and Jane,90
135000000,2005,76932943,4.9,Stealth,121
130000000,2005,119269486,5.7,Sahara,124
132000000,2005,591739379,6.2,War of the Worlds,116
113000000,2005,850000000,7.1,Star Wars: Episode III - Revenge of the Sith,140
110000000,2005,478207520,6.5,Mr. & Mrs. Smith,120
130000000,2005,211643158,6.6,Kingdom of Heaven,144
126000000,2005,162949164,6.5,The Island,136
84000000,2005,0,3.6,Son of the Mask,94
80000000,2005,162944923,6.2,The Interpreter,128
88000000,2005,108539911,7.3,Cinderella Man,144
85000000,2005,162242962,7.3,Memoirs of a Geisha,145
82000000,2005,190320568,6.2,The Longest Yard,113
75000000,2005,260696994,6,Robots,91
75000000,2005,142400065,5.9,The Legend of Zorro,129
88000000,2005,105316267,5.6,The Brothers Grimm,118
80000000,2005,5989640,4.8,A Sound of Thunder,110
75000000,2005,532680671,6.6,Madagascar,86
53000000,2005,95226116,5.4,Be Cool,118
70000000,2005,130358911,6.9,Munich,164
52000000,2005,77944725,6.2,Hostage,113
72000000,2005,96889998,6.6,Jarhead,125
60000000,2005,55987321,5,Doom,105
65000000,2005,64321501,6.1,Zathura: A Space Adventure,101
50000000,2005,42093706,6.7,Oliver Twist,130
43000000,2005,56681566,4.8,Elektra,97
150000000,2005,314432665,5.6,Chicken Little,81
60000000,2005,129181830,5.7,Cheaper by the Dozen 2,94
0,2005,0,5.3,Miss Congeniality 2: Armed and Fabulous,115
60000000,2005,71073932,4.7,xXx: State of the Union,101
30000000,2005,25473093,5.3,Dark Water,105
80000000,2005,10166502,6.8,The Great Raid,132
58000000,2005,102854431,6.5,Just Like Heaven,95
56000000,2005,113006880,5.8,The Pacifier,95
70000000,2005,368100420,6.4,Hitch,118
55000000,2005,223387299,6.1,Flightplan,98
62000000,2005,52304001,5.4,Ç?on Flux,93
57000000,2005,52034889,6.1,Elizabethtown,123
50000000,2005,110803676,5.1,The Dukes of Hazzard,104
50000000,2005,161451538,5.4,The Ring Two,110
